name,acronym,rnc,token,email,website,slug,province_id,municip_id,sector_id,hood_id,phone,address,picture,recaudationCode,status_insti,created_at,updated_at
Comisión Nacional de Defensa de la Competencia,PROCOMPETENCIA,88888888,88888888,oai@procompetencia.gob.do,https://www.procompetencia.gob.do,comisiÃ³n-nacional-de-defensa-de-la-competencia,1,1,1,53,(809) 338-4005,Calle Caonabo Número 33,https://psplbk.serviciosrd.gob.do/storage/logos/logo78.png,8888888888,0,2019-05-24 17:57:46,2022-04-25 14:16:05
Armada de la República Dominicana,ARMADA RD,88888888,,info@marina.mil.do,http://www.marina.mil.do/portal/,armada-de-la-repÃºblica-dominicana,32,218,1104,11164,(809) 593-5900,"Ave. España Punta Torresilla, Sans Souci",https://psplbk.serviciosrd.gob.do/storage/logos/logo79.png,,1,2019-06-04 15:18:19,2020-07-15 11:05:06
Oficina Nacional de Estadística,ONE,88888888,,info@one.gob.do,http://www.one.gob.do,oficina-nacional-de-estadÃ­stica,1,1,1,53,(809) 682-7777,"Av. México esq. Leopoldo Navarro Edificio de Oficinas Gubernamentales Juan Pablo Duarte, piso 9",https://psplbk.serviciosrd.gob.do/storage/logos/logo80.png,,1,2019-06-11 08:40:05,2019-06-17 17:43:03
Autoridad Nacional de Asuntos Marítimos,ANAMAR,430085121,,info@anamar.gob.do,www.anamar.gob.do,autoridad-nacional-de-asuntos-marÃ­timos,1,1,1,19,(809) 732-5169,"Ave. Abraham Lincoln 1069, Torre Ejecutiva Sonora, Suite 201",https://psplbk.serviciosrd.gob.do/storage/logos/logo81.png,,1,2019-06-11 10:50:21,2021-11-15 09:21:27
Corporación Dominicana de Empresas Eléctricas Estatales,CDEEE,401007673,,mediossociales@cdeee.gob.do,https://cdeee.gob.do/cdeeesite/,corporaciÃ³n-dominicana-de-empresas-elÃ©ctricas-estatales,1,1,1,38,(809) 535-1100,"Avenida Independencia #1428, esquina Ave. Enrique Jiménez Moya, Centro de los Héroes, Santo Domingo, R.D.",https://psplbk.serviciosrd.gob.do/storage/logos/logo82.png,,1,2019-06-17 16:44:11,2019-06-17 17:29:28
Consejo Nacional de Zonas Francas de Exportacion,CNZFE,401501406,f2d59d8c-6071-41b1-b2cd-d6d4f97b1929,contacto@cnzfe.gob.do,http://cnzfe.gob.do/index.php/es/,consejo-nacional-de-zonas-francas-de-exportacion,1,1,1,51,(809) 686-8077,"Ave. Leopoldo Navarro # 61, Edificio San Rafael, 5to Piso",https://psplbk.serviciosrd.gob.do/storage/logos/logo83.png,0021,1,2019-06-18 09:57:07,2019-08-27 17:04:20
Supérate,Supérate,430029459,,contacto@superate.gob.do,https://superate.gob.do/,supÃ©rate,1,1,1,52,(809) 534-2105,"Ave. Leopoldo Navarro #61, Edif. San Rafael, 6to. Nivel",https://psplbk.serviciosrd.gob.do/storage/logos/logo84.png,,1,2019-06-24 09:56:23,2022-08-25 00:59:54
Instituto Dominicano de Investigaciones Agropecuarias y Forestales,IDIAF,,,idiaf@idiaf.gov.do,http://idiaf.gob.do/,instituto-dominicano-de-investigaciones-agropecuarias-y-forestales,1,1,1,11499,(809) 567-8999,Rafael Augusto Sánchez #89,https://psplbk.serviciosrd.gob.do/storage/logos/logo85.png,,1,2019-06-27 12:54:14,2019-06-28 09:06:53
Banca Solidaria,BS,,,info@bancasolidaria.gob.do,https://bancasolidaria.gob.do/,banca-solidaria,1,1,1,24,(809) 473-6089,"Avenida 27 de Febrero No. 522, próximo a la calle Caonabo",https://psplbk.serviciosrd.gob.do/storage/logos/logo86.png,,1,2019-06-27 14:55:54,2019-07-22 08:25:32
Dirección General de Contabilidad Gubernamental,DIGECOG,,,oai@digecog.gob.do,http://digecog.gob.do/,direcciÃ³n-general-de-contabilidad-gubernamental,1,1,1,53,(809) 688-9101,"Pedro A. Lluberes # 20278, Esquina Francia, 2do. Nivel",https://psplbk.serviciosrd.gob.do/storage/logos/logo87.png,,1,2019-07-24 12:26:17,2019-11-11 12:12:26
Cuerpo Especializado en Seguridad Fronteriza Terrestre,CESFRONT,,,cesfrontsefa@hotmail.com,http://cesfront.mil.do/,cuerpo-especializado-en-seguridad-fronteriza-terrestre,1,1,1,32,(809) 732-3870,"Ave. Lope de Vega, Plaza Comercial Lope de Vega, No. 100, 2do nivel, local B9",https://psplbk.serviciosrd.gob.do/storage/logos/logo88.png,,1,2019-07-29 12:50:01,2019-07-29 15:32:48
Ministerio de Defensa de República Dominicana,MIDE,,,informacion@mide.gob.do,https://www.mide.gob.do,ministerio-de-defensa-de-repÃºblica-dominicana,1,1,1,12,(809) 530-5149,Ave. 27 de Febrero esquina Ave. Luperón,https://psplbk.serviciosrd.gob.do/storage/logos/logo89.png,,1,2019-07-30 09:54:31,2019-07-30 10:06:06
Corporacion de Acueductos y Alcantarillados de Puerto Plata,CORAAPPLATA,,,info@coraapplata.gob.do,www.coraapplata.gob.do/,corporacion-de-acueductos-y-alcantarillados-de-puerto-plata,18,119,585,5065,(809) 586-2461,Calle Villanueva No. 44,https://psplbk.serviciosrd.gob.do/storage/logos/logo90.png,,1,2019-08-01 09:06:56,2019-08-01 11:53:39
Jardín Botánico Nacional Dr. Rafael Ma. Moscoso RD,JBN,401048825,41a81fee-26e5-47b6-95af-186633aec5b0,jardinbotanico@jbn.gob.do,http://www.jbn.gob.do,jardÃ­n-botÃ¡nico-nacional-dr.-rafael-ma.-moscoso-rd,1,1,1,15,(809) 385-2611,"Av. República de Colombia esq. Av. Los Próceres,",https://psplbk.serviciosrd.gob.do/storage/logos/logo91.png,0025,1,2019-10-02 18:28:25,2020-05-18 11:37:05
Consejo Nacional para el Cambio Climatico y Mecanismo de Desarrollo Limpio,CNCCMDL,,,oai@cambioclimatico.gob.do,https://www.cambioclimatico.gob.do,consejo-nacional-para-el-cambio-climatico-y-mecanismo-de-desarrollo-limpio,1,1,1,41,(809) 472-0537,"Ave. 27 Febrero Esq. Alma Mater, Torre Friusa, 7mo piso, La Esperilla, 10107",https://psplbk.serviciosrd.gob.do/storage/logos/logo92.png,,1,2019-10-19 18:39:48,2019-10-19 18:40:12
Ministerio de la Presidencia,MINPRE,,,MINPRE@PRESIDENCIA.GOB.DO,https://www.minpre.gob.do,ministerio-de-la-presidencia,1,1,1,53,(809) 695-8033,"AV. MÉXICO ESQ. CALLE DR. DELGADO,",https://psplbk.serviciosrd.gob.do/storage/logos/logo93.png,,1,2019-10-19 22:34:17,2019-10-19 22:34:17
Hospital Pediátrico Hugo Mendoza,HPHM,,,info@hhm.gob.do,http://hospitalhugomendoza.gob.do/,hospital-pediÃ¡trico-hugo-mendoza,32,222,1118,11305,(809) 568-8222,"Av. Konrad Adenauer (Prol. Charles de Gaulle), Santo Domingo Norte, Rep. Dom.",https://psplbk.serviciosrd.gob.do/storage/logos/logo94.jpg,,1,2019-10-21 16:06:56,2019-10-24 12:30:21
Unidad de Analisis Financiero de la Republica Dominicana,UAF,,,info@uaf.gov.do,https://www.uaf.gob.do/,unidad-de-analisis-financiero-de-la-republica-dominicana,1,1,1,53,(809) 682-0140,Calle Federico Henríquez y Carvajal No. 11,https://psplbk.serviciosrd.gob.do/storage/logos/logo95.png,,1,2019-10-22 09:06:57,2019-10-22 09:07:17
Hospital Traumatológico y Quirúrgico Profesor Juan Bosch,HTQPJB,,,info@hospitaljuanbosch.gov.do,http://www.hospitaljuanbosch.gob.do/,hospital-traumatolÃ³gico-y-quirÃºrgico-profesor-juan-bosch,13,84,405,3606,(809) 725-8262,"Autopista Duarte KM 101, Carretera Bonao- La Vega, República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo96.png,,1,2019-11-08 15:06:26,2019-11-08 16:20:41
Centro de Desarrollo y Competitividad Industrial,PROINDUSTRIA,,,oai@proindustria.gov.do,http://www.proindustria.gob.do/,centro-de-desarrollo-y-competitividad-industrial,1,1,1,10,(809) 530-0010,"Ave. 27 de Febrero esq. Av. Luperón, Plaza de la Bandera, Santo Domingo, Rep. Dom.",https://psplbk.serviciosrd.gob.do/storage/logos/logo97.png,,1,2019-11-13 10:11:32,2019-11-13 10:15:06
Instituto Dominicano para la Calidad,INDOCAL,,e703927c-e546-4198-9cef-d4e80b9ec3d3,servicioalcliente@indocal.gob.do,https://www.indocal.gob.do/,instituto-dominicano-para-la-calidad,1,1,1,13,(809) 686-2205,"C/Olof Palme esq. Núñez de Cáceres San Gerónimo,",https://psplbk.serviciosrd.gob.do/storage/logos/logo98.png,0019,1,2019-11-14 12:56:51,2020-03-06 10:51:55
Direccion General de Presupuesto,DIGEPRES,,,info@digepres.gob.do,www.digepres.gob.do/,direccion-general-de-presupuesto,1,1,1,53,(809) 687-7121,"Av. México esq. Leopoldo Navarro, Edificio Gubernamental Juan Pablo Duarte, 5to. piso, Sector Gazcue.",https://psplbk.serviciosrd.gob.do/storage/logos/logo99.png,,1,2019-11-20 18:59:58,2019-11-27 15:36:28
Administradora de Subsidios Sociales,ADESS,,,info@adess.gob.do,http://www.adess.gob.do/,administradora-de-subsidios-sociales,1,1,1,20,(809) 565-0009,"Edificio Adess, Avenida Gustavo Mejía Ricart N.º 141, Ensanche Julieta, Santo Domingo, Distrito Nacional",https://psplbk.serviciosrd.gob.do/storage/logos/logo100.png,,1,2019-11-22 08:45:31,2019-11-22 08:45:31
Dirección General de Información y Defensa de los Afiliados a la Seguridad Social,DIDA,,,info@dida.gob.do,http://www.dida.gob.do,direcciÃ³n-general-de-informaciÃ³n-y-defensa-de-los-afiliados-a-la-seguridad-social,1,1,1,42,(809) 472-1900,"Av. Tiradentes No. 33, Ensanche Naco. Torre de la Seguridad Social Presidente Antonio Guzmán Fernández, 1ro y 4to piso",https://psplbk.serviciosrd.gob.do/storage/logos/logo101.png,,1,2019-12-02 21:30:05,2022-08-03 16:26:11
Hospital Materno Dr. Reynaldo Almanzar,HMRA,,,info@hmra.gob.do,http://hmra.gob.do/,hospital-materno-dr.-reynaldo-almanzar,32,222,1118,11305,(809) 568-8282,"Avenida Charles De Gaulle, Villa Mella",https://psplbk.serviciosrd.gob.do/storage/logos/logo102.png,,1,2019-12-10 08:56:56,2021-07-28 15:11:47
Instituto de Estabilización de Precios,INESPRE,,,informacion@inespre.gob.do,https://inespre.gov.do/,instituto-de-estabilizaciÃ³n-de-precios,1,1,1,1,(809) 621-0020,"Av. 27 de Febrero, Plaza de la Bandera, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo103.png,,1,2019-12-11 15:26:50,2019-12-11 15:52:07
Unidad de Electrificacion Rural y Sub-Urbana,UERS,,,info@uers.gob.do,http://uers.gob.do/,unidad-de-electrificaciÃ³n-rural-y-sub-urbana,1,1,1,41,(809) 227-7666,José Andrés Aybar #136,https://psplbk.serviciosrd.gob.do/storage/logos/logo104.png,,1,2019-12-13 11:51:25,2019-12-13 11:51:25
Ejército de República Dominicana,ERD,,,info@ejercito.mil.do,https://www.ejercito.mil.do/,ejÃ©rcito-de-repÃºblica-dominicana,32,224,1135,11435,(809) 473-8000,"Autopista Duarte Km. 25 , Campamento Militar 16 de Agosto",https://psplbk.serviciosrd.gob.do/storage/logos/logo105.png,,1,2019-12-13 16:52:23,2019-12-13 17:31:19
Instituto Agrario Dominicano,IAD,,,contacto@iad.gob.do,https://iad.gob.do/,instituto-agrario-dominicano,1,1,1,11,(809) 620-6585,"Ave. 27 de Febrero, Plaza de la Bandera",https://psplbk.serviciosrd.gob.do/storage/logos/logo106.png,,1,2019-12-26 11:47:17,2019-12-26 11:47:17
Instituto Azucarero Dominicano,INAZUCAR,,,info@inazucar.gov.do,https://www.inazucar.gov.do/,instituto-azucarero-dominicano,1,1,1,39,(809) 532-5571,Ave. Enrique Jiménez Moya # 667,https://psplbk.serviciosrd.gob.do/storage/logos/logo107.jpg,,1,2019-12-26 11:58:14,2019-12-26 11:58:14
Superintendencia de Vigilancia y Seguridad Privada,SVSP,,a5cb6190-f06d-4d23-9fa8-5b46d7c59aaa,info@svsp.gob.do,http://svsp.gob.do/,superintendencia-de-vigilancia-y-seguridad-privada,1,1,1,53,(829) 893-4080,"Ave. José Contreras #14, Gazcue, Santo Domingo, R.D",https://psplbk.serviciosrd.gob.do/storage/logos/logo108.png,0026,1,2020-01-02 10:42:03,2020-01-08 11:00:02
Centro Nacional de Ciberseguridad,CNCS,,,contacto@cncs.gob.do,https://cncs.gob.do/,centro-nacional-de-ciberseguridad,1,1,1,53,(809) 695-8033,"Av. México esq. calle Dr. Delgado, Palacio Nacional",https://psplbk.serviciosrd.gob.do/storage/logos/logo109.png,,1,2020-01-07 16:56:28,2020-01-07 16:56:28
Consejo Dominicano de Pesca y Acuicultura,CODOPESCA,,,info@codopesca.gob.do,http://www.codopesca.gob.do/,consejo-dominicano-de-pesca-y-acuicultura,1,1,1,14,(809) 338-0802,"Autopista Duarte, Km. 6 1/2, Edif. Agricultura",https://psplbk.serviciosrd.gob.do/storage/logos/logo110.jpg,,1,2020-01-07 17:02:52,2020-01-07 17:02:52
Consejo Nacional de Discapacidad,CONADIS,,,info@conadis.gob.do,http://conadis.gob.do/,consejo-nacional-de-discapacidad,1,1,1,51,(809) 687-5480,C/ Proyecto 27 de Febrero #12,https://psplbk.serviciosrd.gob.do/storage/logos/logo111.png,,1,2020-01-07 17:10:04,2020-01-07 17:10:04
Cuerpo Especializado en Seguridad Aeroportuaria y de la Aviacion Civil,CESAC,,,contacto@cesa.mil.do,http://cesac.mil.do/,cuerpo-especializado-en-seguridad-aeroportuaria-y-de-la-aviaciÃ³n-civil,32,218,1104,11160,(809) 549-8026,"Calle Ing. Zoilo Hermógenes García # 419, Antigua Prolongación Ruta 66",https://psplbk.serviciosrd.gob.do/storage/logos/logo112.png,,1,2020-01-07 17:14:54,2020-01-07 17:14:54
Direccion Nacional de Control de Drogas,DNCD,,,info@dncd.mil.do,https://www.dncd.gob.do/,direcciÃ³n-nacional-de-control-de-drogas,1,1,1,11510,(809) 221-4166,"Ave. Máximo Gómez # 70, casi esq. Ave. Mexico,",https://psplbk.serviciosrd.gob.do/storage/logos/logo113.png,,1,2020-01-07 17:18:55,2020-01-07 17:18:55
Empresa de Transmision Electrica Dominicana,ETED,,,info@eted.gob.do,http://www.eted.gov.do/,empresa-de-transmisiÃ³n-elÃ©ctrica-dominicana,1,1,1,30,(809) 255-5555,Av. Rómulo Betancourt 1228,https://psplbk.serviciosrd.gob.do/storage/logos/logo114.jpg,,1,2020-01-08 08:35:36,2020-01-08 08:35:36
Instituto Nacional de Aguas Potables y Alcantarillados,INAPA,401007452,,info@inapa.gob.do,http://www.inapa.gob.do/,instituto-nacional-de-aguas-potables-y-alcantarillados,1,1,1,22,(809) 567-1241,"Calle Guarocuya # 419, Edificio INAPA, Centro Comercial El Millón",https://psplbk.serviciosrd.gob.do/storage/logos/logo115.jpg,,1,2020-01-08 08:41:02,2021-07-20 12:10:36
Instituto Dominicano del Cafe,INDOCAFE,,,info@indocafe.gob.do,http://www.indocafe.gob.do/,instituto-dominicano-del-cafe,1,1,1,11499,(809) 533-1984,"Calle Nicolás Ureña de Mendoza No. 117, Ens. Los Prados, Distrito Nacional, Santo Domingo.",https://psplbk.serviciosrd.gob.do/storage/logos/logo116.png,,1,2020-01-08 08:45:12,2022-09-08 00:19:30
"Ministerio de Economia, Planificacion y Desarrollo",MEPyD,,,informacion@economia.gob.do,http://mepyd.gob.do/,"ministerio-de-economÃ­a,-planificaciÃ³n-y-desarrollo",1,1,1,53,(809) 688-7000,Av. México Esq. Dr. Delgado,https://psplbk.serviciosrd.gob.do/storage/logos/logo117.png,,1,2020-01-08 08:52:13,2020-01-08 08:52:13
Ministerio de Cultura,MINC,,,accesoainfo@minc.gob.do,http://www.cultura.gob.do/,ministerio-de-cultura,1,1,1,53,(809) 221-4141,Ave. George Washington esq. Pte. Vicini Burgos,https://psplbk.serviciosrd.gob.do/storage/logos/logo118.png,,1,2020-01-08 08:58:46,2020-01-08 08:58:46
Ministerio de Relaciones Exteriores,MIREX,,,relexteriores@mirex.gob.do,https://www.mirex.gob.do/,ministerio-de-relaciones-exteriores,1,1,1,13,(809) 987-7001,"Avenida Independencia No. 752, Estancia San Gerónimo",https://psplbk.serviciosrd.gob.do/storage/logos/logo119.png,,1,2020-01-08 09:07:42,2020-01-08 09:07:42
Policia Nacional Dominicana,PN,,,info@policianacional.gob.do,http://www.policianacional.gob.do/,policia-nacional-dominicana,1,1,1,53,(809) 682-2151,Avenida Leopoldo Navarro No. 402,https://psplbk.serviciosrd.gob.do/storage/logos/logo120.png,,1,2020-01-08 09:14:23,2020-01-08 09:14:23
Sistema Nacional de Atencion a Emergencias y Seguridad 9-1-1,911,,,info@911.gob.do,https://911.gob.do/,sistema-nacional-de-atenciÃ³n-a-emergencias-y-seguridad-9-1-1,1,1,1,33,(809) 688-9911,Av. Abraham Lincoln #69 esquina Dr. Nuñez y Domínguez,https://psplbk.serviciosrd.gob.do/storage/logos/logo121.png,,1,2020-01-08 09:22:08,2020-01-08 09:22:08
Junta de Retiro y Fondo de Pensiones de las Fuerzas Armadas,JRFP-FFAA,,,juntaderetiro@juntaderetiroffaa.gob.do,http://juntaderetiroffaa.gob.do/,junta-de-retiro-y-fondo-de-pensiones-de-las-fuerzas-armadas,1,1,1,11,(809) 537-1052,"Av. 27 de Febrero, esquina Av. Luperón",https://psplbk.serviciosrd.gob.do/storage/logos/logo122.png,,1,2020-01-16 17:23:51,2020-01-16 17:23:51
Cuerpo Especializado para la Seguridad del Metro,CESMET,,,info@cesmet.mil.do,http://www.cesmet.mil.do,cuerpo-especializado-para-la-seguridad-del-metro,32,222,1118,11305,(809) 797-7200,"C/ Hermanas Mirabal No. 1, El Polvorín",https://psplbk.serviciosrd.gob.do/storage/logos/logo123.png,,1,2020-01-29 12:09:21,2020-01-29 12:09:21
Servicio Regional de Salud Metropolitano,SRSM,,,metropolitano@srsm.gob.do,http://www.srsm.gob.do/,servicio-regional-de-salud-metropolitano,1,1,1,53,(809) 221-2332,Dr. Delgado No. 304,https://psplbk.serviciosrd.gob.do/storage/logos/logo124.jpg,,1,2020-02-13 15:31:21,2020-02-13 15:31:21
Comision Presidencial de Apoyo al Desarrollo Provincial,CPADP,,,info@cpadp.gob.do,http://www.cpadp.gob.do,comision-presidencial-de-apoyo-al-desarrollo-provincial,1,1,1,53,(809) 364-2189,Ave Dr. Delgado Esq. Moisés García,https://psplbk.serviciosrd.gob.do/storage/logos/logo125.png,,1,2020-02-17 12:10:30,2020-03-19 15:33:00
Consejo Nacional de Competitividad,CNC,,,contacto@competitividad.gob.do,http://www.competitividad.gob.do,consejo-nacional-de-competitividad,1,1,1,30,(809) 476-7262,"Av. Jimenez Moya No. 32, Edificio Franco-Acra, 4to Piso",https://psplbk.serviciosrd.gob.do/storage/logos/logo126.png,,1,2020-02-19 09:10:42,2020-02-19 17:12:58
Conservatorio Nacional de Música,CNM,,,direccioncnmrd@gmail.com,http://conservatoriord.gob.do/,conservatorio-nacional-de-mÃºsica,1,1,1,33,(809) 689-4642,Ave. Alma Mater Esq. Pedro Henriquez Ureña,https://psplbk.serviciosrd.gob.do/storage/logos/logo127.png,0039,1,2020-02-24 15:50:26,2020-07-31 13:04:46
Corporacion de Acueducto y Alcantarillado de la Romana,COAAROM,,b6aa7fad-0555-460b-add1-049e13b5ba76,info@coaarom.gob.do,http://www.coaarom.gob.do,corporacion-de-acueducto-y-alcantarillado-de-la-romana,12,82,398,3441,(809) 556-1258,"Teófilo Ferry Esq. Larimar, Altos",https://psplbk.serviciosrd.gob.do/storage/logos/logo128.png,0029,1,2020-02-26 16:58:48,2020-04-29 09:36:37
Superintendencia de Bancos de la Republica Dominicana,SIB,,,comunicaciones@sib.gob.do,https://www.sib.gob.do/,superintendencia-de-bancos-de-la-republica-dominicana,1,1,1,53,(809) 685-8141,Ave. México No. 52 esq. Leopoldo Navarro,https://psplbk.serviciosrd.gob.do/storage/logos/logo129.png,,1,2020-03-03 11:28:47,2020-03-03 15:29:56
Corporacion del Acueducto y Alcantarillado de La Vega,CORAAVEGA,,85e8525c-566d-4cfe-8b57-727f3f7d2d8f,info@coraavega.gob.do,https://www.coraavega.gob.do,corporacion-del-acueducto-y-alcantarillado-de-la-vega,13,84,405,3607,(809) 573-1769,Av. Pedro A. Rivera,https://psplbk.serviciosrd.gob.do/storage/logos/logo130.png,0028,1,2020-03-11 17:53:48,2020-06-15 15:45:28
Direccion de Fomento y Desarrollo de la Artesania,FODEARTE,,,info@fodearte.gob.do,www.fodearte.gob.do,direccion-de-fomento-y-desarrollo-de-la-artesania,1,1,1,40,(809) 333-8626,Ave. Independencia No.660,https://psplbk.serviciosrd.gob.do/storage/logos/logo131.png,,1,2020-03-19 11:54:49,2020-08-11 20:50:35
Consejo Nacional para el VIH y el SIDA,CONAVIHSIDA,,,info@conavihsida.gob.do,http://www.conavihsida.gob.do/,consejo-nacional-para-el-vih-y-el-sida,1,1,1,11500,(809) 732-7772,"Ave. Ortega y Gasset #419, Plaza de la Salud",https://psplbk.serviciosrd.gob.do/storage/logos/logo132.png,,1,2020-03-19 14:30:26,2020-03-19 14:30:26
Mercado Dominicanos de Abastos Agropecuario,MERCADOM,,,info@mercadom.gob.do,www.mercadom.gob.do,mercado-dominicanos-de-abastos-agropecuario,32,224,1135,11435,(829) 541-6464,"Autopista Duarte Km 22, avenida Merca Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo133.png,,1,2020-03-24 11:41:31,2020-03-24 11:41:31
Superintendencia de Seguros,SIS,401016265,0f9077cb-4a2a-4220-87e3-1ebca3103bde,oai@superseguros.gob.do,https://www.superseguros.gob.do,superintendencia-de-seguros,1,1,1,53,(809) 221-2606,"Ave. México # 54, Esq. Félix María Del Monte",https://psplbk.serviciosrd.gob.do/storage/logos/logo134.jpeg,0032,1,2020-04-01 15:53:29,2022-09-17 15:37:13
Oficina Nacional de Meteorologia,ONAMET,,599992f4-d69a-43b1-b082-e0dd842c174c,info@onamet.gob.do,http://onamet.gob.do,oficina-nacional-de-meteorologia,32,218,1104,11164,(809) 788-1122,"Av. Juan Moliné #1, Los Mameye",https://psplbk.serviciosrd.gob.do/storage/logos/logo135.png,0035,1,2020-04-01 17:52:51,2020-05-18 12:10:37
Parque Zoológico Nacional,ZOODOM,,3dac6dbb-e250-4444-ba3b-491676e4f758,parque@zoodom.gob.do,https://www.zoodom.gob.do,parque-zoolÃ³gico-nacional,1,1,1,4,(809) 378-2149,"Ave. la Vega Real, Arroyo Hondo",https://psplbk.serviciosrd.gob.do/storage/logos/logo136.png,9999,1,2020-04-06 19:19:08,2021-09-03 12:09:37
Corporación de Acueducto y Alcantarillado de Moca,CORAAMOCA,,608cbaf9-349f-489b-8719-83e91b1f51ae,info@coraamoca.gob.do,http://www.coraamoca.gob.do,corporaciÃ³n-de-acueducto-y-alcantarillado-de-moca,9,61,304,2517,(809) 578-2622,"C/ Presidente Vásquez esq. Sánchez, Edificio CORAAMOCA",https://psplbk.serviciosrd.gob.do/storage/logos/logo137.jpg,0037,1,2020-05-08 15:28:54,2020-07-17 12:30:11
Tesoreria Nacional RD,TN,,,tesorerianacional@tesoreria.gov.do,https://www.tesoreria.gob.do,tesoreria-nacional-rd,1,1,1,53,(809) 682-3033,"Avenida México # 45,",https://psplbk.serviciosrd.gob.do/storage/logos/logo138.jpg,,1,2020-06-16 14:33:39,2020-06-16 14:42:00
Cuerpo Especializado de Control de Combustibles,CECCOM,,,infoceccom@ceccom.gob.do,http://www.ceccom.gob.do,cuerpo-especializado-de-control-de-combustibles,21,138,697,6274,(809) 957-6762,"Calle D #11, Los Bajos de Haina",https://psplbk.serviciosrd.gob.do/storage/logos/logo139.jpg,,1,2020-06-17 15:20:03,2020-06-17 15:20:03
Oficina Nacional de Defensa Publica,ONDP,,,oai-ondp@defensapublica.gov.do,https://www.defensapublica.gob.do,oficina-nacional-de-defensa-publica,1,1,1,53,(809) 686-0556,C/ Danae No. 20,https://psplbk.serviciosrd.gob.do/storage/logos/logo140.png,,1,2020-06-17 18:34:31,2020-06-19 11:54:57
Corporacion del Acueducto y Alcantarillado de Santiago,CORAASAN,,,contacto@coraasan.gob.do,http://www.coraasan.gob.do/,corporacion-del-acueducto-y-alcantarillado-de-santiago,25,165,821,8099,(809) 582-4343,"Dirección: Av. Circunvalación #123, Nibaje",https://psplbk.serviciosrd.gob.do/storage/logos/logo141.jpg,,1,2020-06-29 11:01:09,2020-07-01 09:35:18
Consulado General de la Republica Dominicana en Madrid Ministerio de Relaciones Exteriores,CGRDM,,,info@consuladordmadrid.com,https://consuladordmadrid.es/,consulado-general-de-la-republica-dominicana-en-madrid-ministerio-de-relaciones-exteriores,1,1,1,1,(034) 914-3153,"Paseo de la Castellana #128, 1ro",https://psplbk.serviciosrd.gob.do/storage/logos/logo142.png,,1,2020-07-27 11:01:33,2020-07-28 10:51:24
Dirección General de Contrataciones Públicas,DGCP,,,asistenciatecnica@dgcp.gob.do,https://www.dgcp.gob.do/,direcciÃ³n-general-de-contrataciones-pÃºblicas,1,1,1,53,(809) 682-7407,"Pedro A. Lluberes, Esq. Rodríguez",https://psplbk.serviciosrd.gob.do/storage/logos/logo143.png,,1,2020-07-28 11:58:00,2020-07-28 12:01:15
Instituto Nacional de Administracion Publica,INAP,,,info@inap.gob.do,http://inap.gob.do/,instituto-nacional-de-administracion-publica,1,1,1,53,(809) 689-8955,"Ave. México esq. Leopoldo Navarro, Edificio Juan Pablo Duarte, Piso 14",https://psplbk.serviciosrd.gob.do/storage/logos/logo144.png,,1,2020-07-28 12:53:55,2020-07-28 12:55:34
Ayuntamiento Municipal de San Felipe de Puerto Plata,AMPP,,,opu@ayuntamientopuertoplata.gob.do,http://ayuntamientopuertoplata.gob.do/contacto/,ayuntamiento-municipal-de-san-felipe-de-puerto-plata,18,119,585,5063,(809) 586-2526,"C/ Separación No. 24 (frente al Parque Central) Puerto Plata, República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo145.jpg,,1,2020-11-05 15:22:30,2020-11-06 15:55:51
Dirección General de Desarrollo de la Comunidad,DGDC,,,planificacion@dgdc.gob.do,http://www.dgdc.gob.do/,direcciÃ³n-general-de-desarrollo-de-la-comunidad,1,1,1,38,(809) 533-3131,"Av. George Washington & Calle Héroes de Luperón, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo146.jpg,,1,2020-12-03 08:48:10,2020-12-03 09:21:12
Oficina Nacional De Evaluacion Sismica Y Vulnerabilidad De Intraestructura Y Ediciaciones,ONESVIE,430007872,,onesvie@claro.net.do,http://onesvie.gob.do/index.php,oficina-nacional-de-evaluacion-sismica-y-vulnerabilidad-de-intraestructura-y-ediciaciones,1,1,1,44,(809) 567-6183,"Calle Recta Final , Ensanche Quisqueya",https://psplbk.serviciosrd.gob.do/storage/logos/logo147.png,,1,2020-12-10 11:22:01,2020-12-10 11:24:11
Oficina Metropolitana de Servicios de Autobuses,OMSA,,,servicioalcliente@omsa.gob.do,servicioalcliente@omsa.gob.do,oficina-metropolitana-de-servicios-de-autobuses,32,220,1113,11253,(809) 560-5555,"Prolongación 27 de Febrero, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo148.png,,1,2020-12-14 08:40:54,2020-12-14 12:02:54
Oficina nacional de evaluacion sismica y vulnerabilidad de infraestructura y edificaciones,ONESVIE,,,info@onesvie.gob.do,http://onesvie.gob.do/,oficina-nacional-de-evaluaciÃ³n-sÃ­smica-y-vulnerabilidad-de-infraestructura-y-edificaciones,1,1,1,44,(809) 567-6183,"Calle Recta Final, Ensanche La Fe, Distrito Nacional.",https://psplbk.serviciosrd.gob.do/storage/logos/logo149.jpg,,0,2020-12-15 16:43:14,2020-12-18 13:17:10
